0.74,0.053,1
-0.214,1.76,-1
-0.53,-0.944,-1
-0.936,-1.5,-1
0.37,-0.0513,1
0.695,0.651,-1
0.88,0.275,-1
-0.563,-0.164,1
1.27,-0.675,1
-1.32,-0.146,1
1.7,-0.489,-1
0.832,0.442,-1
0.561,1.74,1
0.617,1.11,-1
-1.41,1.14,-1
1.71,-0.225,-1
0.473,0.339,1
-0.855,1.44,-1
-1.72,-0.41,1
0.18,-0.0627,1
0.712,0.837,-1
0.211,1.71,1
-0.755,-0.759,1
0.661,1.2,-1
0.902,0.947,-1
0.544,-0.842,1
1.67,0.974,1
-0.0571,-1.5,-1
-1.61,-0.39,1
-0.261,-1.27,-1
1.8,1.53,1
0.134,-1.18,-1
-0.279,-1.06,-1
0.405,-0.555,1
-1.64,-0.562,1
-0.146,1.83,1
0.499,-1.17,-1
-0.171,-1.09,-1
-0.175,-0.946,-1
1.54,-0.336,-1
1.33,0.406,-1
0.833,0.653,-1
0.69,1.57,-1
-0.542,0.918,-1
1.19,-0.319,1
1.73,1.26,1
-2.01,0.439,-1
0.316,1.43,1
0.933,0.711,-1
2.43,0.869,1
-0.472,-1.16,-1
-1.17,0.126,1
2.22,-2.04,-1
1.07,0.438,-1
-0.125,0.521,1
0.857,0.875,-1
0.569,-0.858,-1
0.646,-0.932,1
-0.983,1.1,-1
-0.829,1.06,-1
0.22,-0.867,-1
-2.09,-1.22,1
-1.64,-0.962,1
0.0604,1.64,-1
1.62,-1.16,1
-0.021,-1.09,-1
-1.11,-0.653,1
1.13,-0.0116,-1
-0.838,-1.17,-1
0.102,-1.03,-1
0.576,-1.05,1
0.635,1.67,1
0.336,0.611,1
0.32,-0.998,-1
-1.58,-1.61,1
-0.129,-1.69,-1
-0.249,0.505,1
-0.986,-1.27,-1
0.335,-0.483,1
0.133,-0.568,1
1.08,-1.02,1
-0.486,-0.887,-1
2.08,1.35,1
0.638,1.11,-1
0.0965,-1.1,-1
1.03,-0.382,1
-0.705,0.129,1
1.35,1.1,1
-0.1,-1.05,-1
0.431,-1.56,-1
-1.37,-0.123,1
-0.995,-0.832,-1
-0.981,-1.04,-1
-1.9,-1.32,1
0.982,-0.452,1
-0.494,-0.719,-1
0.995,0.502,-1
-0.507,0.357,1
0.0853,0.789,1
-0.0659,-1.33,-1
-1.51,-0.276,1
-1.03,0.681,-1
1.19,-1.25,1
-1.49,0.228,1
0.409,1.76,-1
-0.606,-0.129,1
1.18,0.597,-1
0.108,-0.304,1
0.418,-0.897,1
0.381,1.55,-1
-0.951,-1.3,-1
-0.119,2.06,1
1.14,0.148,-1
1.31,1.62,1
0.724,0.417,-1
-0.107,-0.232,1
-1.57,0.905,-1
-0.214,1.58,-1
-0.212,-0.155,1
-0.0683,-0.404,1
-0.951,-1.33,-1
0.533,0.541,1
-1.36,0.887,-1
0.98,-0.832,1
-1.29,1.52,-1
1.08,-8.17E-04,-1
-0.147,1.85,-1
-0.135,0.0707,1
0.318,-0.87,-1
0.632,1.74,-1
-1.43,1.25,-1
-0.499,-1.31,-1
0.296,1.51,-1
0.416,0.1,1
-0.337,1.48,-1
-1.3,-0.829,1
-0.0299,0.617,1
-1.78,-0.843,1
0.314,-1.25,-1
-0.801,1.78,-1
0.0984,0.629,1
-1.68,-0.528,1
0.423,0.598,1
0.00295,-0.125,1
-0.528,-1.23,-1
0.17,-0.719,-1
0.202,-1.37,-1
0.535,1.99,-1
-0.491,1.22,-1
-1.33,-0.276,1
0.595,0.546,1
-0.219,0.524,1
0.0182,1.68,-1
-0.907,0.416,1
1.86,-0.36,-1
-0.733,-1.34,-1
-1.39,-0.322,1
0.0578,-1.32,-1
-1.7,0.869,-1
-0.166,0.165,1
-0.8,-1.38,-1
-1.02,-0.146,1
-0.145,-1.39,-1
-0.439,0.331,1
0.136,1.46,1
-0.669,0.51,1
-1.49,-0.0266,1
0.386,-0.997,-1
0.812,-0.15,1
-0.303,-0.883,-1
-0.621,1.16,-1
-2.04,-0.978,1
-0.772,0.933,-1
-1.06,-0.86,1
0.0914,0.493,1
-1.17,0.222,1
0.553,-0.159,1
0.759,0.0328,1
-1.04,-1.24,-1
0.974,-0.951,1
0.33,-1.48,-1
0.105,1.77,-1
-1.02,-0.305,1
-0.635,1.94,1
0.44,1.16,-1
-0.97,-1.6,-1
2.22,1.31,1
-1.18,-0.122,1
1.46,0.0665,-1
0.219,1.59,1
1.09,0.812,-1
1.15,1.68,1
0.955,-0.23,1
-0.103,0.0369,1
0.619,1.65,-1
-1.43,-0.357,1
-0.765,-1.13,-1
-0.664,1.18,-1
-1.09,0.289,1
-0.766,1.06,-1
-0.436,0.821,1
0.6,-0.38,1
-0.124,0.181,1
1.03,-0.0835,-1
-1.71,-1.27,1
-1.46,-0.179,1
1.34,1.37,1
1.47,0.574,-1
0.716,0.487,-1
0.0337,-1.13,-1
-0.432,-1.34,-1
0.344,1.49,-1
1.29,-0.151,-1
1.85,-0.558,-1
0.0319,1.39,-1
1.95,1.09,1
-0.839,0.111,1
-0.956,-0.77,-1
1.08,0.839,-1
0.0624,-1.05,-1
-1.06,-1.24,-1
-0.366,-1.52,-1
-1.63,-0.363,1
1.05,1.07,-1
-0.47,-1.12,-1
-1.45,0.377,-1
-1.56,-1.05,1
0.912,2.1,-1
1.61,0.582,-1
0.208,-1.21,-1
0.929,-0.902,1
-1.66,-1.52,1
-1.85,-0.347,1
-1.02,-0.0308,1
0.569,-0.538,1
1.43,-0.366,-1
1.47,-0.0578,-1
0.154,0.629,1
-1.59,0.176,-1
0.801,1.14,-1
-1.5,-0.829,1
0.271,0.0595,1
0.188,0.914,-1
-0.386,1.5,-1
1.02,0.0541,-1
0.82,-0.514,1
0.804,0.6,-1
-1.38,-1.11,1
-1.01,-0.155,1
0.683,1.6,1
-1.62,-0.896,1
-0.00515,1.75,-1
-1.42,-1.28,1
-1.8,-1.26,1
-1.76,-0.632,1
-0.0958,-1.66,-1
-0.473,-1.55,-1
-0.316,-1.36,-1
-0.899,-1.25,-1
-0.236,-1.54,-1
0.546,-1.12,-1
1.16,-1.3,1
0.00921,-0.00839,1
1.63,-0.43,-1
-0.826,0.682,-1
0.371,-1.23,-1
-0.821,-0.855,1
0.309,-1.03,-1
-0.912,-0.484,1
0.365,0.632,-1
1.15,-1.69,1
-0.714,-1.36,-1
-0.467,1.3,-1
0.177,-1.07,-1
0.589,0.557,1
-1.85,-0.35,1
0.676,0.892,-1
-1.49,-0.498,1
-1.28,0.72,-1
0.166,-1.25,-1
0.448,0.71,-1
-1.9,-1.46,1
-0.922,0.533,-1
0.307,0.12,1
0.328,0.553,-1
-0.847,-0.871,-1
1.08,0.437,-1
0.173,-0.428,1
-0.818,-0.69,1
-0.583,-0.743,-1
-0.768,-0.0166,1
-2.04,0.131,-1
-1.16,-1.01,-1
0.995,0.131,1
1.32,-0.616,1
0.993,0.397,1
-0.606,2.19,-1
0.811,0.00911,1
-0.462,-0.707,-1
0.304,-0.00393,1
-1.94,0.598,-1
-0.372,1.54,-1
0.341,-1.43,-1
-0.78,-0.43,1
0.247,-0.233,1
-0.561,0.473,1
-0.524,-1.09,-1
-1.99,-0.912,1
-2,-0.0624,-1
0.554,1.19,-1
0.899,1.4,1
0.794,1.01,-1
0.417,0.348,1
-0.597,-1.6,-1
1.71,-0.289,-1
-0.461,0.343,1
-1.02,-0.469,1
-0.434,1.98,-1
-0.299,-1.4,-1
-1.67,-0.875,1
-0.192,1.04,-1
0.108,-0.769,-1
-0.58,1.34,-1
-1.17,-0.95,1
-0.124,-0.95,-1
0.283,-1.56,-1
0.418,-0.711,1
1.2,0.286,-1
0.295,-0.273,1
-1.37,-0.904,1
0.0175,1.47,-1
1.64,0.513,-1
0.557,1.38,-1
-0.878,0.659,-1
0.254,2.42,-1
0.961,0.454,-1
-0.994,0.192,1
-1.07,-0.622,1
1.95,1.53,1
0.281,-0.4,1
1.29,0.283,-1
0.586,-0.273,1
-0.0272,1.86,1
-1.65,-0.0692,1
1.22,-0.345,-1
-1.53,0.132,1
-1.51,-0.248,1
-1.2,-1.04,-1
0.299,1.52,-1
-0.687,1.01,-1
0.479,-0.821,-1
1.08,-0.133,-1
-0.888,-1.59,-1
-1.52,0.497,-1
0.198,-1.41,-1
-0.211,-0.492,1
0.0647,-1.22,-1
-1.28,-1.07,1
-0.0779,-0.967,-1
0.369,1.69,-1
-0.826,-0.966,-1
-0.394,1.6,-1
1.2,-0.68,1
0.942,1.89,1
-0.817,-1.11,-1
0.405,1.93,-1
0.666,-1.52,-1
0.152,-0.964,-1
-0.82,-0.76,1
0.72,-0.316,1
-0.201,0.596,1
-0.594,-1.21,-1
-1.07,0.0456,1
1.05,0.397,-1
-1.12,-1.2,-1
1.5,-0.38,-1
-2.06,-1.23,1
0.785,0.158,1
0.867,-1.19,1
0.624,-1.31,-1
-0.509,-0.932,-1
-0.565,-0.853,-1
0.0662,1.62,-1
0.0852,-0.852,-1
0.399,-1.48,-1
1.27,0.433,-1
-0.441,-1.45,-1
1,0.285,1
-1.01,-1.47,-1
0.873,-1.03,1
-0.144,-1.03,-1
1.25,-1.62,1
-0.149,0.816,1
0.893,0.691,-1
-0.136,-1.41,-1
0.569,1.44,-1
-1.93,-0.0856,1
-0.625,1.65,-1
-1.16,-0.285,1
-0.903,-0.988,-1
0.486,1.05,-1
-0.0145,-1.15,-1
-0.678,-1.32,-1
